"tipo_Plan","entidad_promotora","conjunto","modalidad_captura","especies_objetivo","zona_Trabajo","dias_maximos","epoca_Trabajo","puntos_control","zonas_trabajo_detallada","ide_plan_explotación"
"GSOL","C.P. Baiona","F","MA; MSAS;","EQK, EQI,","De puntal da Serra a punta do Boi,","90","De xaneiro a decembro, (cunha veda para a navalla de dous meses e vinte días consecutivos entre xaneiro e marzo, para o longueirón nos meses de maio e xuño,)","Zona de traballo pola embarcacións, lonxa de Baiona,","(GAL 11/07) Santa Marta (VI-106), Monte Real (VI-107), Balo (VI-108), Enseada (VI-109),","2019175"
"GSOL","C.P. Bueu, C.P. Lourizán, C.P. Marín, C.P. Pontevedra, C.P. Portonovo, C.P. Raxó, C.P. Sanxenxo, (plan conxunto)","T","MA; MSAS;","EQK, EQI, RAE,","De punta Faxilda a punta Morcegos, illa de Ons, illa de Onza,","N: 230, L: 20,","N: de xaneiro a decembro, (con rotación de bancos e cunha veda dun mes segundo o estado gonadal, L: Mes de veda da navalla,)","Zona de traballo mediante embarcación,","-Área 1. PORTONOVO (de Punta Faxilda a Punta Festiñanzo,): (GAL 10/01) (GAL 10/05) Praia Maior (EQI) (PO-035), Montalvo (EQI) (PO-036), Canelas (EQI) (PO-037), Caneliñas (EQI) (PO-038), Baltar (EQI) (PO-039), Silgar I (EQK) (PO-040), Silgar (EQI) (PO-041), Grileira (EQI) (PO-042), Areas (EQI) (PO-043),; -Área 2. RAXO (de Punta Festiñanzo a Punta Aguillóns,): (GAL 10/05), (GAL 10/06-1), (GAL 10/06-2), Adra (EQK) (PO-045), Os Bois-SantaMariña (EQK) (PO-046), Santa Mariña-Roivas (EQK) (PO-048), Raxó II (EQK) (PO-050), Adra I (EQI) (PO-044), Raxó I (EQI) (PO-049), Sinás (EQK) (PO-051), Samieira I (EQK) (PO-053), Samieira II (EQK) (PO-054), Covelo I (EQK) (PO-055), Covelo II (EQK) (PO-056), Ministro-Chancelas (EQK) (PO-057), Aguillóns (EQK) (PO-058),; -Área 3. BRENSA (de Punta Aguillóns a Punta Campelo,): (GAL 10/06-2), (GAL 10/07), Brensa norte (EQK) (PO-062), Tambo oeste (EQK) (PO-016), Tambo norte (EQK) (PO-059), Tambo Bateas (EQK) (PO-065), Area da Illa (EQK) (PO-061), Tambo leste (EQK) (PO-015), Combarro (EQK) (PO-067), Campelo (EQI) (PO-068), A Barra (EQI) (PO-066),; -Área 4. LOURIZÁN (de Punta Campelo á Escola Naval Militar de Marín,): (GAL 10/07), Ameixal (EQK) (PO-069), Lourizán I (EQK) (PO-070-I), Lourizán II (EQK) (PO-070-II), Lourizán III (EQK) (PO-070-III), Lourizán I (EQI) (PO-071-I),; (GAL 10/08-1), Lourizán II (EQI) (PO-071-II), Lourizán (EQI) (PO-071-III),; -Área 5. MARÍN (de Escola Naval Militar a Punta Loira,): (GAL 10/06-2), Porto de Marín (EQK) (PO-077), Debaixo dos pinos (EQK) (PO-078), Rabuñagatos (EQK) (PO-079), Mogor (EQK) (PO-080), Mogor-A Moa (EQK) (PO-081), A Moa (EQK) (PO-082), Cantil Area Alta (EQK) (este banco tiene parte en las 2 zonas GAL) (PO-083), San Blas (EQI) (PO-084), Aguete (EQI) (PO-085), Aguete Porto (EQK) (PO-087),; (GAL 10/05), Burato das Pombas (EQK) (PO-088), Loira (EQK) (PO-089), Cantil Area Alta II (PO-083 II),; -Área 6. BUEU (de Punta Loira a Punta Morcegos,): (GAL 10/05), A Cova (EQK) (PO-090), Reja da Cova (EQK) (PO-108), Con do Santo (EQK) (PO-091), Con do Santo (EQI) (PO-092), Lapamán (EQI) (PO-093), Monte Gordo (EQK) (PO-094), Portomaior (EQK) (PO-095), Agrelo (EQI) (PO-096), Agrelo (EQK) (PO-097), Loureiro (EQK) (PO-098), Pescadoira (EQK) (PO-099), Peirao Bueu (EQK) (PO-100), Rabaleira (EQK) (PO-101), Porto de Beluso (EQK) (PO-102), Beluso (EQK) (PO-103), Tulla (EQK) (PO-104), Mourisca (EQK) (PO-105),; (GAL 10/01), Bon (EQK) (PO-106), Morcegos (EQK) (PO-107),; -Área 7. ONS (Illa de Ons, Illa de Onza,): (GAL 10/01), Melide (EQK) (PO-110), Ons Este (EQK) (PO-111), Ons Este Peirao (EQK) (PO-112),;","2019176"
"GSOL","C.P. Cambados","F","MA; MSAS;","EQK, RAE,","Do Rego do Alcalde (Lañeiras de Fóra) á baliza de Orido, Arnela-Galiñeiro, Tragove, Tereixiñas, As Lobeiras,","132","De maio a outubro,","Embarcación da confraría, batea de control, lonxa de Tragove,","-Área 1. Tereixiñas-Tragove (AR-253),; -Área 2. Ourido 1 (AR-254), Ourido 2 (AR-255),; -Área 3. Galiñeiro 1 (AR-016-I), Galiñeiro 2 (AR-016-II),; Área 4. As Lobeiras (AR-256),; -Área 5. Casueiras, Negreiriñas,","2019177"
"GSOL","C.P. Cangas","F","MA; MSAS;","EQK, EQI,","De punta Canabal a punta Couso, illas Cíes,","240","De xaneiro a decembro, (con rotación de bancos para a navalla,)","Embarcación na zona de produción, porto de atraque, lonxa de Cangas,","-Subzona A. (na costa noroeste da Ría de Vigo,) A.1. (GAL 11/01),: Praia de Barra-Nerga (VI-089), (VI-149),; Liméns (EQK, EQI,) (VI-094); A.2. (GAL 11/04), (GAL 11/01), : Praia de Massó (EQK,) (VI-088),; Praia de Rodeira (EQK, EQI,) (VI-090),; (GAL 11/01), Punta Borneira e punta Fanequeiro (EQK,) (VI-095),; -Subzona B. nas Illas Cíes (1) (GAL 11/01): B.1. (Illa de Monteagudo,): Praia de Rodas (EQK,) (VI-093), Praia de Viños (EQK,) (VI-178), Praia de Carracido (EQK,) (VI-179),; -B.2. (Illa de San Martiño,): Praia de San Martiño (EQK,) (VI-092),; (1) Parque Nacional Illas Atlánticas,;","2019178"
"GSOL","C.P. Moaña, Cíes Artesanais, S.C.G., (plan conxunto)","T","MA; MSAS;","EQK,","De Rande a petóns de Canabal, (excluíndo a zona que vai desde Rande ata punta Travesada,)","190","De xaneiro a decembro, (cunha veda de dous meses consecutivos entre xaneiro e maio,)","Zona de traballo,","-Subzona 1. Rande(1) (VI-152),; -Subzona 2. Borna (VI-153), Costal Domaio(1) (VI-160),; -Subzona 3. O Cocho (VI-154), Arroas (VI-155),; -Subzona 4. Con (VI-156), Tirán Terra (VI-157),; -Subzona 5. Tirán Fora (VI-158),; -Subzona 6.  A Tella(*) (VI-159),; (1)ZEC Enseada de San Simón,;","2019179"
"GSOL","C.P Moaña Cíes Artesanais, S.C.G., C.P. Redondela, C.P. Vilaboa, (plan conxunto)","T","MA; MSAS;","EQK,","Desde Rande a punta Travesada,","20","Xaneiro a decembro, (cunha veda de dous meses consecutivos entre xaneiro e maio,)","Zona de traballo, lonxa de Vilaboa, lonxa de Redondela, lonxa de Moaña,","*","2019180"
"GSOL","C.P. O Grove","F","MSAS;","EQK, EQI,","Enseada da Lanzada, (praia da Lanzada, praia de Area da Cruz, praia de Raeiros,); praia da Mexilloeira, praia Area Grande, Carreiro-Barcelas, praia Area das Pipas, praia Area de Reboredo, Lombo de Rons-Migalliñás, Lombo das Sinas, enseada do Grove,","227","Navalla: de febreiro a decembro,; Longueirón: de maio a outubro,;","Embarcación de vixilancia, peirao de Meloxo, peirao de San Vicente, peirao de A Toxa, peirao do Grove, lonxa do Grove,","-Zona 1. Lanzada sur (AR-118), Lanzada norte (AR-119), Raeiros-Muñeira (AR-120), Area da Cruz-Pedras Negras (AR-121),; -Zona 2. Area grande (AR-071), Mexilloeira (AR-072), Praia do Carreiro, praia das Barcelas-Barreiriño,; -Zona 3. Area das Pipas (AR-073), Lombo do Faro das Sinas (AR-075), Punta da Cruz das Animas (AR-284), Lombo de Rons (AR-074), -Zona 4. (Enseada do Grove - Umia): Canal da Toxa (AR-079), Punta Cabreira (AR-077), Beiró (AR-259),;","2019181"
"GSOL","C.P. Vigo","F","MA; MSAS;","EQK, EQI, RAE,","De puntal da Serra á ponte de Rande,","N: 205, L: 55,","Navalla: de xaneiro a decembro, (cunha veda de dous meses entre febreiro e abril,); Longueirón: de xaneiro a decembro, (cunha veda de 2 meses en maio e xuño,);","Zona de traballo, pantalán de punta Lagoa, lonxa de Canido, lonxa de Vigo,","-(EQK,): Zona A. Rande (Dende a praia de Arealonga ata a ponte de Rande,): Cabanas (VI-069), Cubillón (VI-549),; Zona B. A Guía (Dende a praia de Arealonga ata praia de Manquiña,): Area Longa (VI-550), O Mende (VI-551), ETEA (VI-552), A Manquiña (VI-548), A Guía (VI-070),; Zona C. Cabo de Mar (Dende o recheo de Bouzas ata puntal da Serra,): Cabo de Mar (VI-068), Toralla (VI-579),; -(EQI): Zona A. Samil Praia de Samil (VI-067),; Zona B. Praia de Saiáns (VI-547),;","2019182"
"GSOL","C.P. Vilanova","F","MA;","EQK, RAE,","Entre o peirao de Corón e O Ariño,","247","De xaneiro a decembro, (cunha veda de 2 meses para a navalla, de 1 ou 2 meses para o longureiron vello, en función do índice de condición gonadal)","Zona de traballo, lonxa de Vilanova,","(GAL-09/06),: Praia da Balea (AR-294), A Pasantía (AR-290),; (GAL 09/10),: A Amorosa (AR-291), Con Grande (AR-292),; (GAL 09/02-I),: O Ariño (AR-293),;","2019183"
"HPEN","C.P. Fisterra, C.P. Corcubión, C.P. Lira, (plan conxunto)","T","MA; MSAS;","HLT,","De cabo Touriñán a punta Insua, (excepto a zona incluída na reserva mariña de interese pesqueiro Os Miñarzos,);","40","Xaneiro a marzo, de outubro a novembro,","Lonxa de Lira, Lonxa de Fisterra, Lonxa de Corcubión, pantalán e rampa Sur do porto de Fisterra, rampa do porto de Corcubión, rampa Norte do porto de Lira,","-Zona A. (infralitoral de cabo Touriñán a cabo Fisterra, incluídos illotes e baixos) (CM-148),; -Zona B. (infralitoral de cabo Fisterra a punta Arnela, incluídos illotes e baixos) (CM-149),; -Zona C. (infralitoral de punta Arnela a desembocadura do río Xallas, incluídos illotes e baixos) (CM-150),; -Zona D. (infralitoral da desembocadura do río Xallas a punta Ínsua, incluídos illotes e baixos) (CM-151), (CM-274), (CM-275), (CM-276), (CM-277), (CM-278),;","2019184"
"HPEN","C.P. Aldán-O Hio","F","MA; MSAS;","HLT,","De punta Couso a punta Morcegos, (cara ao interior da ría de Aldán,);","60","De xaneiro a maio, de outubro a decembro,","Na embarcación de vixilancia: punta Alada, punta Niño do Corvo, Lonxa de Aldán,","Aldán norte (PO-073), Aldán sur (PO-074), Hío norte (PO-075), Hío sur (PO-076), Pedra vilariño-o con Aldán 1, (PO-086-I), Pedra vilariño-o con Aldán 2, (PO-086-II),","2019185"
"HPEN","C.P. Cangas","F","MA; MSAS;","HLT,","Zona sublitoral rochosa entre punta Canabal e punta Couso, incluíndo illas Cíes, (agás de cabo Bicos a punta Cabaliños,);","50","De xaneiro a xullo, De outubro a decembro,","Zona de traballo e rampa da lonxa de Cangas,","-Area 1. (illa norte das Cíes (1)): Figueiras-Cantareira (VI-227), Viños (VI-228), Porta Norte (VI-229),; -Area 2. (illa sur das Cíes (1)): Porta Sur (VI-230), A Xesteira (VI-231),; -Area 3. (de punta Couso a punta Subrido (2)): Costal de Barra-Melide-1 (VI-221-I),; -Area 4. (de punta Subrido a punta Borneira): Costal de Barra-Melide-2 (VI-221-II), Limens-Nerga (VI-222), Pinela de Limens (VI-223), Santa Marta-Area Milla (VI-224), Area Milla-Massó-2 (VI-225-II), Borneira (VI-226),; -Area 5. (de punta Borneira a punta Canabal): Area Milla-Massó-1 (VI-225-I),; Figuras de protección: (1) Parque Nacional Illas Atlánticas,; (2) LIC Costa da Vela,;","2019186"
"IALG","Algamar, S.L.","F","A pé;","HLZ, L1O, OFH, UVU, UDP,","De Rinlo a O Barqueiro, de punta Insua a punta Uhia, de Aguiño a punta do Chazo, (Cabo de Cruz,); de Moaña a Cabo Home, (agás de praia Canabal a punta Couso); de Cabo Silleiro a A Guarda,","180","De xaneiro a outubro, decembro,","Zonas de extracción, instalacións de Algamar,","*","2019187"
"IALG","Ceamsa, S.L.","F","A pé;","MVT, IMS, GHG,","De Ribadeo a Viveiro, de O Pindo a Ribeira, de Corme a Muxia, de Espasante a Ferrol, O Grove, Bueu, de Monteferro a A Guarda,","96","De marzo a outubro,","Zonas de extracción, instalacións de Ceamsa,","Zonas rochosas intermareais do litoral de: -Pontevedra: Zona I. (A Guarda, Mougás, Baredo,); Zona III. (Beluso, Noalla, O Grove,); -A Coruña: Zona III. (Ribeira, Aguiño,); Zona IV. (Porto do Son,); Zona V. (Lira, Puerto Quilmas, O Pindo, Touriñán,); Zona VI. (Muxía, Laxe, Ponte do Porto, Camariñas, Camelle, Arou, Corme,); Zona VII. (Ferrol,); Zona VIII. (Ortigueira, Cedeira, Cariño, Espasante,); -Lugo: Zona IX. (Viveiro, Cervo, Foz, Burela, Celeiro, Ribadeo,);","2019188"
"IALG","Conservas Mar de Ardora, S.L.","F","A pé;","ASN, B1B, GJA, IMS, KJT, SWP, D1C, F1S, FUV, G1O, GEQ, GHG, HLZ, L1O, L1A, MVT, NLO, O1P, FYS, P2C, LA5, UVU, UDP,","De cabo Corrubedo a punta Lens, (agás de punta Insua a punta Uhía,); de punta Lens a cabo Touriñán, (agás de punta Arnela á desemboca dura do río Xallas, ámbito da Remip Os Miñarzos,); De cabo Touriñán a punta Queimada, (agás de punta Xanleira ata punta Gallada,); de punta Lapachán a punta Torella, de punta Torella a punta Frouxeira, de punta Frouxeira a punta Fuciño do Porco, (agás ámbito da Remip Ría de Cedeira,); de punta Fuciño do Porco a punta de Penas Brancas,","100","De xaneiro a decembro,","Zonas de extracción, instalacións da Conservas Mar de Ardora,","-Zona D. (de cabo Corrubedo a punta Lens, agás de punta Insua a punta Uhía,); -Zona E. (de punta Lens a cabo Touriñán, agás de punta Arnela á desembocadura do río Xallas e o ámbito da Remip Os Miñarzos,); -Zona F. (de cabo Touriñán a punta Queimada, agás de punta Xanleira ata punta Gallada,); -Zona G. (de punta Lapachán a punta Torella,); -Zona H. (de punta Torella a punta Frouxeira,); -Zona I. (de punta Frouxeira a punta Fuciño do Porco, agás o ámbito da Remip Ría de Cedeira,); -Zona J. (de punta Fuciño do Porco a punta de Penas Brancas,);","2019189"
"IALG","Porto-Muiños, S.L.","F","A pé;","ASN, B1B, IMS, KJT, (agás KII,) GJA, SWP, D1C, UCU, (agás FUU,), GHG, GLS, HLZ, L1O, L1A, MVT, NLO, O1P, FYS, LA5, UVU, UDP,","De punta Penas Brancas (Ribadeo) a Cabo San Cibrao, de punta Roncadoira (Xove) a punta Camero, (Vicedo); Ría de Ortigueira, De punta Ardillosa (Cedeira) a cabo Prioriño Grande, (Ferrol); Ría de Ferrol, Ría de Ares-Betanzos, Ría da Coruña, de punta San Pedro (A Coruña) a punta Insua, (Caión); de Punta Nariga (Malpica) a cabo San Adrián, (Malpica); de punta Roncudo a punta Laxe, de punta Laxe (Laxe) a cabo Vilán, Ría de Camariñas, de punta da Barca (Muxia) a Cabo Touriñán, De Cabo Fisterra a punta Lens, (Muros); de punta Lens a punta Uhia, de punta Sagrada (Porto do Son) a Punta Couso, (Aguiño); de punta Couso a punta Bodión, de punta Quintáns (Bamio) a Punta das Sinas, (Vilagarcia); Illa de Arousa, de Punta Aguieira (O Grove) a punta Pereiró, (Vilalonga); de Punta Río Seco (Domaio) a punta Moa, (Marín); de punta do Boi (Baiona) a Punta dos Picos, (A Guarda);","180","De xaneiro a decembro,","Zonas de extracción, instalacións de Porto-Muiños,","*","2019190"
"IALG","María Carmen Sanchez Sanchez","F","A pé;","KJT, (agas KII,) HLZ, FYS, LA5, UVU, UDP,","Intermareal de punta Uhia a punta Remedios,","100","De marzo a setembro,","Punta Uhía, Esteiro, porto de Esteiro, Raimúndez, Cabanas,","-Zona 1. Uhia, (INICIO: UTM-X 503082/ UTM-Y 47362974736266 FIN: UTM-X 502801 / UTM-Y4736297); -Zona 2. Uhía, (INICIO: UTM-X 502643 / UTM-Y 4736615 FIN: UTM-X 502724 / UTM-Y 4736694); -Zona 3. Esteiro, (INICIO: UTM-X502731 / UTM-Y 4737167 FIN: UTM-X 502654 / UTM-Y 4737305); -Zona 4. Porto de Esteiro, (INICIO: UTM-X 501815 / UTM-Y 4737268 FIN: UTM-X 501565 / UTM-Y 4736793); -Zona 5. Raimúndez, (INICIO: UTM-X 500736 / UTM-Y 4736416 FIN: UTM-X 500113 / UTM-Y 4736622); -Zona 6. Cabanas, (INICIO: UTM-X 499752 / UTM-Y 4736737 FIN: UTM-X 498868/ UTM-Y 4737644); -Zona 7. Punta Cabalo, (INICIO: UTM-X 42.774 / UTM-Y 8.9402 FIN: UTM-X 42.7725 / UTM-Y 8.9403);","2019191"
"IALG","C.P. A Coruña","F","MA; MSAS;","KJT, HLZ, L1O, OFH, UVQ, UDP,","De punta Langosteira a Cabo Prioriño,","50","De febreiro a outubro,","Dársena de Oza,","-Sector A. (punta Langosteira-punta dique Barrié de la Maza,) (CF-033),; -Sector B. (punta Fiateira-punta dique de Sada,) (CF-034),; -Sector C. (Punta Ajo-cabo Prioriño Grande,) (CF-035-I), (CF-035-II), (CF-035-III),;","2019192"
"IALG","C.P. Camelle","F","MA; MSAS;","GEL, IMS, GHG, HLZ, L1O, UVU, UCU, (agás FUU,) OFH, UDP,","De punta Morelo a punta Gallada,","45","De maio a setembro,","Peiraos de Camelle,","-Zona A. (dende Punta Gallada ata o sur da praia de Trece,) (CM-117),; -Zona B. (dende o sur da praia de Trece ata o canal de Cabanas,) (CM-118),; -Zona C. (dende o canal de Cabanas ata o Porto de Camelle) (CM-119),; -Zona D. (dende o Porto de Camelle ata Punta Morelo,) (CM-120),;","2019193"
"IALG","C.P. Corcubión","F","A pé;","ASN, B1B, IMS, KJT, UCU, (agás FUU,), GEQ, HLZ, L1O, MVT, LA5, FYS, UVU, UDP,","Desde punta Arnela ata a desembocadura do río Xallas,","36","De xaneiro a decembro,","Lonxa de Corcubión,","Punta Arnela a Desembocadura río Xallas (CM-049),","2019194"
"IALG","C.P. Ferrol","F","MA; MSAS;","UDP, L1O,","De punta San Carlos ata a praia de Cariño,","20","De febreiro a maio,","Zonas de extracción, lonxa de Ferrol,","*","2019195"
"IALG","C.P. Fisterra","F","MA; MSAS;","HLZ, L1O, UVU, UDP,","Desde a praia de Rostro a Punta Arnela,","60","De febreiro a xullo,","Porto de Sardiñeiro, porto de Fisterra, lonxa de Fisterra,","-Zona A. (de praia do Rostro a Cabo Fisterra,) (CM-147),; -Zona B. de cabo Fisterra a punta Arnela,) (CM-147),; (Incluídos illotes adxacentes en ambas as dúas zonas,);","2019196"
"IALG","C.P. Muros","F","MA; MSAS;","Liquen (IMS, GHG,); UCU, (agás FUU,); GEL, HLZ, L1O, OFH, UVU, UDP,","Submareal rochoso entre punta Ínsua e punta Uhía,","40","De febreiro a outubro,","Peirao do Esteiro, lonxa de Esteiro, rampla do Castillo, rampla dos bateeiros, (peirao de Muros,); lonxa de Muros,","Punta Insua-Punta Uhía-1 (MN-100-I), Punta Insua-Punta Uhia-2 (MN-100-II), Punta Insua-Punta Uhía-3 (MN-100-III), 3b (MN-100-IV), Puna Insua-Punta Uhía-4 (MN-100-V),;","2019197"
"IALG","C.P O Pindo","F","A pé;","B1B, IMS, UCU, (agás FUU,), GEQ, GHG, MVT, O1P, P1C, FYS, LA5, UVU,","Da desembocadura do río Xallas á desembocadura do río Larada, pedras da costa,","60","De maio a setembro,","Porto de Quilmas, Insuela, Punta Caldebarcos,","*","2019198"
"IALG","HQ Seaweed, S.L.","F","A pé;","KJT, (agás KII,) UCU, (agás FUU,); HLZ, O1P, FYS, UVU, UDP,","De punta de Moreira a punta Con da Aguieira, de praia da Concheira a punta Fornos,","100","De xaneiro a decembro,","Zonas de extracción,","O GROVE (Zona III) (de punta de Moreira a punta de San Vicente, de punta de San Vicente a punta Con da Aguieira,): De punta do Naval a punta do Campelo, De punta do Campelo a punta de Barbafeita, De punta de Barbafeita a punta Niño do Corvo, De punta Ouriceira a punta Quilma, De punta Cantodorxo ao Peirao de Meloxo,; RÍA DE VIGO (Zona I) (de Praia da Concheira a punta Fornos,): De punta Robaleira a praia de Barra, De Praia de Nerga a Praia de Liméns, De Praia de Liméns a punta Borneira, De Praia de Rodeira a punta Cortés, De Praia da Borna a punta Domaio,;","2019199"
"IALG","C.P. A Illa de Arousa","F","MSAS;","KJT, G1M, HLZ, L1O, UVQ, UDP,","De punta Salinas a punta Quilma, Areoso, Camallón, de punta Testos a punta Campelo, de punta Aguiúncho a punta Furado,","90, +20,","Ulva rigida: de febreiro a novembro,; Resto de especies: De febreiro a setembro,;","Areoso, Concerrado, Arnela, Roncadeiras, O Bao, Lonxa da Illa,","-Zona 1. Areoso (AR-052),; -Zona 2. Camallón (AR-051),; -Zona 3. (Punta Testos-Punta Campelo e Punta Aguiuncho,) (AR-332), (AR-333), (AR-334), (AR-335), (AR-336-I),; -Zona 4. (Punta Salinas-Punta Revello,) (AR-059), (AR-056-I), (AR-056-II), (AR-324-I), (AR-324-II),; -Zona 5. (Punta Aguiuncho-punta Furado,) (AR-329),;","2019200"
"IALG","C.P. A Guarda","F","A pé;","IMS, GEL, MVT, B1B, KJT, UVU, UCU, (agás FUU,), FYS, L1O, LA5, UDP,","De punta Orelludas a punta dos Picos,","32","De xaneiro a decembro,","Lonxa da Guarda, peirao de Santa María de Oia,","De punta Orelluda a punta dos Picos (VI-207),: Pédornes (VI-408), Porto Oia (VI-409), Porto Agoeira (VI-410), Portecelo (VI-415), Amiadelo (VI-417), Arena grande-Fedorentos (VI-419), Carreiro (VI-420), A Grelo (VI-422), Seixal (VI-425), Picos (VI-431),;","2019201"
"IALG","C.P. A Guarda","F","MA; MSAS;","B1B, KJT, IMS, UCU, (agás FUU,), GEL, MVT, L1O, FYS, LA5, UVU, UDP,","De punta Orelludas a punta dos Picos, (zona submareal);","60","De xaneiro a decembro,","Lonxa da Guarda, peirao de Santa María de Oia,","De punta Orelludas a Punta dos Picos (zona submareal) (VI-207),: Pedornes (VI-454), Porto Oia (VI-455), Porto Agoeira (VI-456), Portecelo (VI-457), Amiadelo (VI-458), Arena grande-Fedorentos (VI-459), Carreiro (VI-460), A Grelo (VI-461), Seixal (VI-462), Picos (VI-463),;","2019202"
"IALG","C.P. Aldán-O Hio","F","MA; MSAS;","L1O, UDP, LA5, UVU, KJT,","De punta Couso a punta Preguntoiro, cara ao interior da ría de Aldán,","50","De xaneiro a decembro,","Lonxa de Aldán,","Área 1. (de Punta Couso a Punta Corveira,); Área 2. (de Punta Corveira a Punta Testada,); Área 3. (de Punta Testada a ó Francón,); Área 4. (do Francón a Punta Preguntoiro,); ZEC Cabo Udra,;","2019203"
"IALG","C.P. Baiona","F","A pé; MSAS;","B1B, KJT, IMS, UCU, (agás FUU,), L1O, MVT, NLO, O1P, FYS, SLA5, UVQ, UDP,","De punta Orelludas á praia de Abra, (excluída);","60","De xaneiro a decembro,","A pé: Salgueira, porto do Castro, Pedra Rubia,; A flote: Lonxa de Baiona, embarcación vixilancia,;","De punta Orelluda a praia de Abra, (excluída) (VI-574),:-Subzona 1. (de Praia da Abra (excluída) ata cabo Silleiro, (embarcadoiro de Carral)): Monteferro (VI-575), Montelourido (VI-576), A Doca (VI-577), Rocamar (VI-578),; -Subzona 2. (De embarcadoiro de Carral a punta Centinela,); -Subzona 3. (De punta Centinela a punta Orelludas,);","2019204"
"IALG","C.P. Cambados","F","MSAS;","KJT, G1M, L1O, UVU, UDP,","O Galiñeiro, Meloxo, San Miguel-Tragove,","135","De febreiro a outubro,","Batea da cuadrícula 160 do polígono Cambados D, lonxa de Tragove,","O Galiñeiro, (Illote galiñeiro e rochas dos arredores,); Meloxo, (As Negreiriñas, Casueiras, rochas na zona do banco de marisqueo a flote,); San Miguel-Tragove, (Zona paralela á costa dende San Miguel ata a punta de Tragove,);","2019205"
"IALG","C.P. Cangas","F","A pé;","B1B, KJT, UVU, FUV, GEL, HLZ, LAZ, (agás LQX, LAH,), O1P, UVQ, UDP,","De praia Masso a praia Areamilla,","40","De xaneiro a decembro,","Lonxa de Cangas,","*","2019206"
"IALG","C.P. Cangas","F","MSAS;","KJT, (agás KII,), L1O, LA5, UVU, UDP,","De praia Canabal a punta Couso,","143","De xaneiro a setembro,","Lonxa de Cangas,","-Área 3. (Punta Subrido a Punta Couso, (1)): (VI-521-I), (VI-521-II), (VI-522),; -Área 4. (Punta Subrido a Punta Borneira,): (VI-541), (VI-542), (VI-526), (VI-527), (VI-528), (VI-529), (VI-530-I),; -Área 5. (Punta Borneira a Punta Canabal,): (VI-530-II), (VI-532), (VI-545), (VI-544), (VI-533),; Protección: (1) LIC Costa da Vela,;","2019207"
"IALG","C.P. O Grove","F","MSAS;","L1O, UVU, LA5, UDP, KJT, (agás KII,)","De Cantareira a punta Carreiro, de punta Carreiro a Barrosa, de Barrosa a Raeiros, de Capilla a punta Faxilda,","60","De febreiro a xullo, de setembro a novembro,","Lonxa o Grove, porto de San Vicente, porto de Meloxo,","(De Cantareira a punta Carreiro,): A cantareira, Rons,; (De punta Carreiro a Barrosa,): Carreiro, Castiñeira, Con Negro, A Bateria, As Redondas, Barrosa,; (De Barrosa a Raeiros,): Espiño, Paxareiros, Raeiros,; (De Capilla a punta Faxilda,): Capilla, Foxos, Corbeiro,;","2019208"
"IALG","C.P. Vigo","F","MA; MSAS; A Pé;","IMS, KJT, FUV, HLZ, L1O, NLO, O1P, OFH, LA5, UVU, UDP,","De punta de Lagoa a praia de Area Longa, (excluída); de punta Alcabre a praia de Abra, (excluída);","40","De xaneiro a decembro,","Zona de traballo, lonxa de Canido, lonxa de Berbés,","-Zona externa: Monteferro (VI-587), Alcabre (VI-588), Toralla (VI-589),; -Zona interna: Punta Lagoa (VI-590),;","2019209"
"IALG","C.P. Vilanova","F","MA; MSAS;","KJT, (agás KII,), HLZ, L1O, LA5, UVU, UDP,","Con de Portugal, Sinás de Fora, Con Pequeno, espigón de porto,","60","De febreiro a maio,; Ulva rigida: tamén de xuño a outubro,;","Pantalán de descarga, lonxa de Vilanova,","*","2019210"
"JANE","A.M. Aresmar","F","MSAS;","NOW,","O Vicedo: (praia Fomento, praia Vidrieiro, Illote Xilloi,); Celeiro: (Punta Fuciño do Porco, punta monxes, illote Queimada, O Cargadoiro,); San Cibrao: (Os Farallóns, punta Furada, illa Anzuela,);","60","De xuño a setembro,","Lonxa de Burela, Lonxa de Celeiro, peirao do Vicedo, peirao de Morás,","*","2019211"
"JANE","A.M. San Cosme de Barreiros-Foz","F","A pé;","NOW,","De punta Promontoiro a punta Nois,","50","De xaneiro a febreiro, de maio a decembro,","Punta Promontorio, porto de Nois,","Punta Promontoiro (CL-136), Porto de Nois,","2019212"
"JANE","C.P. Ribadeo","F","A pé;","NOW,","Xuncos,","10","Xaneiro, febreiro, maio, xuño, de setembro a novembro,","Zona de extracción,","*","2019213"
"JANE","C.P. San Cibrao","F","A pé;","NOW,","Areosa,","20","Outubro, novembro,","Portos de Morá, Portocelo, antiga lonxa no porto de San Cibrao,","*","2019214"
"JANE","C.P. A Coruña, C.P. Barallobre, (plan conxunto)","T","MSAS;","NOW,","De punta Langosteira a punta Miranda,","20","De mayo a diciembre,","Lonxa da Coruña, porto de Ares,","-Zona 1. (de punta Langosteira a punta Bufadoiro): subzona 1A. (de punta Langosteira ás illas de San Pedro,(sen código Sigremar)); subzona 1B. (de praia de Canido a punta Bufadoiro, agás a praia de Mera,) (CF-321),; -Zona 2. (de punta da Torrella a punta do dique de Sada,) (CF-322),; -Zona 3. (da desembocadura do río Xarío a punta Miranda,): subzona 3A. (da desembocadura do río Xarío (Bañobre) a punta Crebitas,) (CF-323),; subzona 3B. (do dique de Ares a punta Miranda,) (CF-324),;","2019215"
