"tipo_Plan","entidad_promotora","conjunto","modalidad_captura","especies_objetivo","zona_Trabajo","dias_maximos","epoca_Trabajo","puntos_control","zonas_trabajo_detallada","ide_plan_explotación",
"GSOL","C.P. O Grove","F","MA; MSAS;","EQK, EQI,","Enseada da Lanzada (praia da Lanzada, praia de Area da Cruz, Raeiros,), praia da Mexilloeira, praia Area Grande, Carreiro-Barcelas, praia Area das Pipas, praia Area de Reboredo, Lombo de Rons-Migalliñás, Lombo das Sinas, enseada do Grove,","250","De xaneiro a decembro, con rotación de zonas e vedas en zonas de explotación,","Embarcación de vixilancia, peirao de Meloxo, peirao de San Vicente, peirao de A Toxa, peirao do Grove, lonxa do Grove,"," -Zona 1: Lanzada sur (AR-118), Lanzada norte (AR-119), Raeiros-Muñeira (AR-120), Area da Cruz-Pedras Negras (AR-121),; -Zona 2: Area grande (AR-071), Mexilloeira (AR-072), Praia do Carreiro, praia das Barcelas-Barreiriño,; -Zona 3: Area das Pipas (AR-073), Lombo do Faro das Sinas (AR-075), Punta da Cruz das Animas (AR-284), Lombo de Rons (AR-074),; -Zona 4 (Enseada do Grove - Umia): Canal da Toxa (AR-079), Punta Cabreira (AR-077), Beiró (AR-259),;","2017167"
"GSOL","C.P. Redondela, C.P. Vilaboa, (plan conxunto)","T","MA; MSAS;","EQK,","De punta Travesada a o peirao de San Adrián de Cobres, desde a ponte de Rande ata punta Pías,","50","Xuño, xullo, agosto, decembro,","Zonas de traballo, lonxa de Vilaboa, lonxa de Redondela,","(GAL 11/05) -Zona 1 (Dende Punta Travesada ata o peirao de San Adrián de Cobres) Calera (VI-240),; -Zona 2 (Dende a ponte de Rande ata punta das Pías) punta de Rande (VI-242),;","2017168"
"GSOL","C.P. Vigo","F","MA; MSAS;","EQK, EQI,","De puntal da Serra á ponte de Rande,","EQK,: 205, EQI,: 55,","EQK,: de xaneiro a decembro, cunha veda nos meses de febreiro e marzo,; EQI,: febreiro, marzo, de xuño a setembro, cunha veda de 2 meses consecutivos entre marzo e xuño,;","Zona de traballo, lonxa de Canido, lonxa de Vigo,","(GAL 11/04): -Zona A Rande (Dende a praia de Arealonga ata a ponte de Rande): Cabanas (EQK) (VI-069), Cubillón (EQK) (VI-549), Praia de Samil (EQI) (VI-067),; -Zona B A Guía (Dende a praia de Arealonga ata praia de Manquiña): Area Longa (EQK) (VI-550), O Mende (EQK) (VI-551), ETEA (EQK) (VI-552), A Manquiña (EQK) (VI-548), A Guía (EQK) (VI-070), Praia de Saiáns (EQI) (VI-547),; -Zona C (Cabo de Mar. Dende o recheo de Bouzas ata puntal da Serra): Cabo de Mar (EQK) (VI-068), Toralla (EQK) (VI-579),;","2017169"
"GSOL","C.P. Vilanova","F","MA;","EQK, RAE,","Entre o peirao de Corón e O Ariño,","250","De xaneiro a decembro, cunha veda para a EQK, en función do índice de condición gonadal,","Zona de traballo, lonxa de Vilanova,"," -(GAL-09/06): Praia da Balea (AR-294), A Pasantía (AR-290),; -(GAL 09/10): A Amorosa (AR-291), Con Grande (AR-292),; -(GAL 09/02-01): O Ariño (AR-293),;","2017170"
"HPEN","C.P. Fisterra, C.P. Corcubión, C.P. Lira, (plan conxunto)","T","MA; MSAS;","HLT,","De cabo Touriñán a punta Insua, excepto a zona incluída na reserva mariña de interese pesqueiro Os Miñarzos,","40","Xaneiro, maio, de setembro a novembro,","Zona de produción, peirao de Corcubión, lonxa de Corcubión, peirao de Fisterra, lonxa de Fisterra, peirao de Lira, lonxa de Lira,"," -Zona A (infralitoral de cabo Touriñán a cabo Fisterra, incluídos illotes e baixos) (CM-148),; -Zona B (infralitoral de cabo Fisterra a punta Arnela, incluídos illotes e baixos) (CM-149),; -Zona C (infralitoral de punta Arnela a desembocadura do río Xallas, incluídos illotes e baixos) (CM-150),; -Zona D (infralitoral da desembocadura do río Xallas a punta Ínsua, incluídos illotes e baixos): (CM-151), (CM-274), (CM-275), (CM-276), (CM-277), (CM-278),;","2017171"
"HPEN","C.P. A Illa de Arousa","F","MA; MSAS;","HLT,","De punta Salinas a punta Quilme, Areoso, Camallón, punta Testos, punta Niño do Corvo, Area Secada, punta Cabalo,","50","De xaneiro a marzo, novembro, decembro,","Areoso, Arnela, Roncadeiras, lonxa da Illa de Arousa,"," -Zona 1: Areoso (AR-052),; -Zona 2: Camallón (AR-051),; -Zona 3: Punta Testo-Punta Cabalo (AR-X02), (AR-X03),; -Zona 4: Punta Salinas-Punta Quilma (AR-059), (AR-056), (AR-X01), (AR-054),;","2017172"
"HPEN","C.P. Aldán-O Hio","F","MA; MSAS;","HLT,","De punta Couso a punta Morcegos, cara ao interior da ría de Aldán,","60","De xaneiro a maio, de outubro a decembro,","Na embarcación de vixilancia en punta Alada, punta Niño do Corvo. Lonxa de Aldán,","Area 1 (de Punta Couso a Punta Corveira), Area 2 (de Punta Corveira ao Peirao de Aldán), Area 3 (do Peirao de Aldán a Punta Morcegos),;","2017173"
"HPEN","C.P. Bueu, C.P. Lourizán, C.P. Marín, C.P. Pontevedra, C.P. Portonovo, C.P. Raxó, C.P. Sanxenxo, (plan conxunto)","T","MA; MSAS;","HLT,","No norte da ría: de punta Faxilda a punta Aguillóns, illa de Tambo (con Corbeiro,), Illa Ons, Illa Onza,; No sur da ría: do faro sur da illa de Tambo á esquina oeste da Escola Naval de Marín, ata punta Morcegos,;","60","De xaneiro a marzo, De outubro a decembro,","Zona de produción, lonxa de Bueu, lonxa de Campelo, lonxa de Marín, lonxa de Portonovo,","Área 1 PORTONOVO (de punta Faxilda a punta Festiñanzo), Área 2 RAXÓ (de punta Festiñanzo a punta Aguillóns. Límite con Tambo no Con Corbeiro), Área 3 MARÍN (da Escola Naval de Marín a punta Lapamán. Límite coa liña imaxinaria entre a esquina oeste da Escola Naval de Marín e o faro sur da illa de Tambo), Área 4 BUEU (de punta Lapamán a punta Morcegos), Area 5 ONS (Illas Ons e Onza);","2017174"
"HPEN","C.P. Cangas","F","MA; MSAS;","HLT,","Zona sublitoral rochosa entre punta Canabal e punta Couso, incluíndo illas Cíes, (agás de cabo Bicos a punta Cabaliños,)","50","De xaneiro a xullo, De outubro a decembro,","Zona de traballo, rampla da lonxa de Cangas,"," -Area 1 illa norte das Cíes (1): Figueiras-Cantareira (VI-227), Viños (VI-228), Porta Norte (VI-229),; -Area 2 illa sur das Cíes (1): Porta Sur (VI-230), A Xesteira (VI-231),; -Area 3 de punta Couso a punta Subrido (2): Costal de Barra-Melide-1 (VI-221-I),; -Area 4 de punta Subrido a punta Borneira: Costal de Barra-Melide-2 (VI-221-II), Limens-Nerga (VI-222), Pinela de Limens (VI-223), Santa Marta-Area Milla (VI-224), Area Milla-Massó-2 (VI-225-II), Borneira (VI-226),; -Area 5 de punta Borneira a punta Canabal: Area Milla-Massó-1 (VI-225-I),; Figuras de protección: (1) Parque Nacional Illas Atlánticas, (2) LIC Costa da Vela,;","2017175"
"IALG","Algamar, S.L.","F","A pé;","LAZ, (agás LQX,) HLZ, UDP, OFH, UVU,","De Rinlo ao Barqueiro, de punta Insua a punta Uhía, de Aguiño a punta do Chazo (Cabo de Cruz), de Moaña a Cabo Home, (agás de praia Canabal a punta Couso), de Cabo Silleiro á Guarda,","180","De xaneiro a outubro, decembro,","Zona de extracción,","*","2017176"
"IALG","Ceamsa, S.L.","F","A pé;","MVT, IMS, GHG,","De Ribadeo a Viveiro, do Pindo a Ribeira, de Corme a Muxía, de Espasante a Ferrol, O Grove, Bueu, de Monteferro á Guarda,","96","De marzo a outubro,","Zona de extracción,","Zonas rochosas intermareais do litoral de: -Pontevedra: Zona I (A Guarda, Mougás, Baredo,); Zona III (Beluso, Noalla, O Grove,); -A Coruña: Zona III (Ribeira, Aguiño,); Zona IV (Porto do Son,); Zona V (Lira, Puerto Quilmas, O Pindo, Touriñán,); Zona VI (Muxía, Laxe, Ponte do Porto, Camariñas, Camelle, Arou, Corme,); Zona VII (Ferrol,); Zona VIII (Ortigueira, Cedeira, Cariño, Espasante,); Lugo Zona IX (Viveiro, Cervo, Foz, Burela, Celeiro, Ribadeo,);","2017177"
"IALG","Conservas Mar de Ardora S.L.","F","A pé;","UVU, KJT, HLZ, L1O, UDP, B1B, UCU,  ASN, FYS, GEQ, P2C, SWP, MVT, IMS, GHG, O1P, NLO, D1C, GJA, G1O, L1A,","De cabo Corrubedo a punta Lens, (agás de punta Insua a punta Uhía,) de punta Lens a cabo Touriñán, (agás de punta Arnela á desembocadura do río Xallas, ámbito da Remip Os Miñarzos,) De cabo Touriñán a punta Queimada, (agás de punta Xanleira ata punta Gallada,) de punta Lapachán a punta Torella, de punta Torella a punta Frouxeira, de punta Frouxeira a punta Fuciño do Porco, (agás ámbito da Remip Ría de Cedeira,) de punta Fuciño do Porco a punta de Penas Brancas,","100","De xaneiro a decembro,","Instalacións de Conservas Mar de Ardora,","Zonas rochosas do intermareal: -Zona A (de punta Aferroes a punta de Aguete ou Chirleu,); -Zona B (de punta Festiñanzao a punta Faxilda,); -Zona C (de punta Faxilda a cabo Corrubedo, agás o esteiro do río Ulla); -Zona D (de cabo Corrubedo a punta Lens,); -Zona E (de punta Lens a cabo Touriñán, agás de punta Arnela á desembocadura do río Xallas e o ámbito da Remip Os Miñarzos); -Zona F (de cabo Touriñán a punta Queimada, agás de punta Xanleira ata punta Gallada.); -Zona G (de punta Lapachán a punta Torella,); -Zona H (de punta Torella a punta Frouxeira,); -Zona I (de punta Frouxeira a punta Fuciño do Porco, agás o ámbito da Remip Ría de Cedeira); -Zona J (de punta Fuciño do Porco a punta de Penas Brancas,);","2017178"
"IALG","Porto-Muíños S.L.","F","A pé;","KJT, ASN, HLZ, UDP, LAH, L1O, GJA, GJE, IMS, MVT, B1B, UVU, UCU, FYS, O1P, GHG, SWP, D1C, GLS, L1A, NLO, LA5,","De punta Penas Brancas (Ribadeo) a Cabo San Cibrao, de punta Roncadoira (Xove) a punta Camero (Vicedo), Ría de Ortigueira, de punta Ardillosa (Cedeira) a cabo Prioriño Grande (Ferrol), Ría de Ferrol, ría de Ares-Betanzos, Ría da Coruña, de punta San Pedro (A Coruña) a punta Insua (Caión), de punta Nariga (Malpica) a cabo San Adrián (Malpica), de punta Roncudo a punta Laxe, de punta Laxe (Laxe) a cabo Vilán, Ría de Camariñas, de punta da Barca (Muxía) a Cabo Touriñán, de Cabo Fisterra a punta Lens (Muros), de punta Lens a punta Uhía, de punta Sagrada (Porto do Son) a punta Couso (Aguiño), de punta Couso a punta Bodión, de punta Quintáns (Bamio) a punta das Sinas (Vilagarcia), Illa de Arousa, de Punta Abelleira (O Grove) a punta Pereiró (Vilalonga), de punta Río Seco (Domaio) a punta Moa (Marín), de punta do Boi (Baiona) a punta dos Picos (A Guarda),","180","De xaneiro a decembro,","Instalacións de Porto-Muíños,","Intermareal das subzonas: A/ (De punta Penas Brancas (Ribadeo) a Cabo San Cibrao,); B/ (de Punta punta Roncadoira (Xove) a punta Camero en Vicedo,); C/ (Ría de Ortigueira,); D/ (de punta Ardillosa (Cedeira) a cabo Prioriño Grande- Ferrol,); E/ (Ría de Ferrol,); F/ (ría de Ares-Betanzos e Ría da Coruña,); G/ (de punta San Pedro (A Coruña) a punta Insual (Caión),); H/ (de Punta Nariga (Malpica) a cabo San Adrián (Malpica),); I/ (de punta do Roncudo a punta Laxe,); J/ (de punta Laxe (Laxe) a cabo Vilán,); K/ (Ría de Camariñas,); L/ (de punta da Barca (Muxia) a Cabo Touriñán,); M/ (De Cabo Fisterra a punta Lens (Muros),); N/ (de punta Lens a punta Uhia,); O/ (de punta Sagrada (Porto do Son) a Punta Couso (Aguiño),); P/ (de punta Couso a punta Bodión,); Q/ (de punta Quintáns (Bamio) a Punta das Sinas (Vilagarcia),); R/ (Illa de Arousa,); S/ (de Punta Abelleira (O Grove) a punta Pereiró (Vilalonga),); T/ (de Punta Río Seco (Domaio) a punta Moa (Marín),); U/ (de punta do Boi (Baiona) a Punta dos Picos (A Guarda),); ","2017179"
"IALG","Mª Carmen Sánchez Sánchez","F","A pé;","L1O, LAH, HLZ, UVU, UDP,","Intermareal de punta Uhía a punta Remedios,","140","De marzo a setembro,","Punta Uhía, Esteiro, porto de Esteiro, Raimúndez, Cabanas,","*","2017180"
"IALG","C.P. A Coruña, C.P. Sada, (plan conxunto)","T","MSAS;","UVQ, LAZ, (agás LQX,) UDP, HLZ, KJT, OFH,","De punta Langosteira a Cabo Prioriño,","50","De marzo a agosto,","porto de Suevos, porto de Portiño, porto de A Coruña, porto de Lorbé, porto de Sada, porto de Ares,"," -Sector A de punta Langosteira a punta dique Barrié de la Maza) (CF-033),; -Sector B (de punta Fiateira a punta dique de Sada) (CF-034),; -Sector C (Punta Ajo-cabo Prioriño Grande) (CF-035-I), (CF-035-II), (CF-035-III),;","2017181"
"IALG","C.P. Camelle","F","MA; MSAS;","GEL, IMS, GHG, HLZ, LAZ, (agás LQX,) UVU, UCU, OFH,","De punta Morelo a punta Gallada,","30","De maio a setembro,","peirao de Camelle, peirao da Lagoa, peirao de Rios,"," -Zona A (dende Punta Gallada ata o sur da praia de Trece) (CM-117),; -Zona B (dende o sur da praia de Trece ata o canal de Cabanas) (CM-118),; -Zona C (dende o canal de Cabanas ata o Porto de Camelle) (CM-119),; -Zona D (dende o Porto de Camelle ata Punta Morelo) (CM-120),;","2017182"
"IALG","C.P. Corcubión","F","A pé;","LAZ, (agás LQX,) HLZ, UVU, IMS, GEQ, MVT, UCU, KJT, ASN, LA5, UDP, FYS, B1B,","Desde punta Arnela ata a desembocadura do río Xallas,","72","De xaneiro a decembro,","Lonxa de Corcubión,","Punta Arnela (CM-048), Desembocadura río Xallas (CM-044),","2017183"
"IALG","C.P. Fisterra","F","MA; MSAS;","UDP, LAH, L1O, HLZ, UVQ,","Desde a praia de Rostro a Punta Arnela","60","De abril a xullo,","Porto de Sardiñeiro, porto de Fisterra, lonxa de Fisterra,"," -Zona A (de praia do Rostro a Cabo Fisterra) (CM-147),; -Zona B (de cabo Fisterra a punta Arnela) (CM-147),;","2017184"
"IALG","C.P. Muros","F","MA; MSAS;","OFH, GEL, LAZ, (agás LQX,) UCU, HLZ, UDP, IMS, GHG,","Submareal rochoso entre punta Ínsua e punta Uhía,","35","De febrero a outubro,","Lonxa de Muros, Lonxa de Esteiro,","(Punta Insua-Punta Uhía-1) (MN-100-I), (Punta Insua-Punta Uhia-2) (MN-100-II), (Punta Insua-Punta Uhía-3) (MN-100-IIIa), (MN-100-IIIb), Puna Insua-Punta Uhía-4) (MN-100-IV),","2017185"
"IALG","C.P. O Pindo","F","A pé;","MVT, UVU, IMS, GEQ, GHG, UCU, B1B, P1C, FYS, O1P, LA5,","Da desembocadura do río Xallas á desembocadura do río Larada, pedras da costa, intermareal rochoso entre punta Arnela e Cabo Fisterra,","60","De maio a setembro,","Porto de Quilmas, Insuela, Punta Caldebarcos,","*","2017186"
"IALG","C.P. A Illa de Arousa","F","MA; MSAS;","UDP, UVQ, HLZ, L1O, KJT, G1M,","De punta Salinas a punta Quilma, Areoso, Camallón, de punta Testos a punta Campelo, de punta Aguiúncho a punta Furado,","85","De febreiro a setembro,","Areoso, Con Cerrado, Arnela, Roncadeiras, O Bao, lonxa da Illa,"," -Zona 1 (Areoso) (AR-052),; -Zona 2 (Camallón) (AR-051),; Zona 3 (de Punta Testos a Punta Campelo, de Punta Aguiuncho a  Punta Furado,) (AR-332), (AR-333), (AR-334), (AR-335), (AR-336-I),; -Zona 4 (de Punta Salinas a Punta Revello) (AR-059), (AR-056-I), (AR-056-II), (AR-324-I), (AR-324-II),; -Zona 5 (de Punta Aguiuncho a punta Furado) (AR-329),;","2017187"
"IALG","C.P. A Guarda","F","A pé;","IMS, GEL, MVT, B1B, KJT, UVU, UCU, FYS, L1O, LAH, S1P, UDP,","De punta Orelludas a punta dos Picos,","32","De xaneiro a decembro,","Lonxa da Guarda, peirao de Santa María de Oia,","(de Punta Orelluda a Punta dos Picos) (VI-207): (Pédornes (VI-408), Porto Oia (VI-409), Porto Agoeira (VI-410), Portecelo (VI-415), Amiadelo (VI-417), Arena grande-Fedorentos (VI-419), Carreiro (VI-420), A Grelo (VI-422), Seixal (VI-425), Picos (VI-431),);","2017188"
"IALG","C.P. A Guarda","F","MA; MSAS;","IMS, GEL, MVT, B1B, KJT, UVU, UCU, FYS, L1O, LAH, S1P, UDP,","De punta Orelludas a punta dos Picos, (zona marítima)","60","De xaneiro a decembro,","Lonxa da Guarda, peirao de Santa María de Oia,","(De punta Orelludas a Punta dos Picos (zona marítima)): (VI-207),: (Pedornes (VI-454), Porto Oia (VI-455), Porto Agoeira (VI-456), Portecelo (VI-457), Amiadelo (VI-458), Arena grande-Fedorentos (VI-459), Carreiro (VI-460), A Grelo (VI-461), Seixal (VI-462), Picos (VI-463),);","2017189"
"IALG","C.P. Aldán-O Hio","F","MA; MSAS;","L1O, UDP, LA5, FUV, KJT,","De punta Couso a punta Preguntoiro, cara ao interior da ría,","50","De febreiro a xullo,","Lonxa de Aldán,","Área 1 (de Punta Couso a Punta Corveira),; -Área 2 (de Punta Corveira a Punta Testada),; -Área 3 (de Punta Testada a ó Francón),; -Área 4 (do Francón a Punta Preguntoiro),; Figura de protección: ZEC Cabo Udra,","2017190"
"IALG","C.P. Baiona","F","A pé; MSAS;","KJT, LA5, UDP, B1B, UCU, FYS, MVT, IMS, O1P, NLO, UVQ,","De punta Orelludas á praia de Abra, (excluída)","60","De xaneiro a decembro,","A pé: Salgueira, porto do Castro, Pedra Rubia,; A flote: lonxa de Baiona, embarcación de vixilancia,"," -Subzona 1 (de Praia da Abra (excluída) ata cabo Silleiro (embarcadoiro de Carral)),; -Subzona 2 (De embarcadoiro de Carral a punta Centinela),; -Subzona 3 (De punta Centinela a punta Orelludas),;","2017191"
"IALG","C.P. Bueu, C.P. Lourizán, C.P. Marín, C.P. Pontevedra, C.P. Raxó, C.P. Portonovo, C.P. Sanxenxo, (plan conxunto)","T","MSAS;","UDP, L1O, GEL, GLS, IMS, MVT, GHG, UVU, ASN, F1S,","Interior das liñas imaxinarias de punta Faxilda a punta Centolo, de punta Galera a punta Couso, de punta Couso a punta Preguntoiro, Cara oeste das illas Ons e Onza,","147","De marzo a setembro,","Lonxa de Bueu, Lonxa de Campelo, Lonxa de Marín, Lonxa de Portonovo,","*","2017192"
"IALG","C.P. Cangas","F","MSAS;","L1O, LAH, UDP, LA5,","De praia Canabal a punta Couso, illas Cíes,","143","De xaneiro a setembro,","Por terra: rampla de descarga do porto de Cangas, lonxa de Cangas,; Por mar: zona de traballo, Faro Borneira, Pedra Cantareira, praia de San Martiño,"," -Área 1 Illa norte das Illas Cíes (1): (VI-534), (VI-535), (VI-536), (VI-538),; -Área 2 Illa sur das Illas Cíes (1): (VI-531),; -Área 3 (de Punta Subrido a Punta Couso) (2): (VI-521-I), (VI-521-II), (VI-522),; -Área 4 (de Punta Subrido a Punta Borneira): (VI-541), (VI-542), (VI-526), (VI-527), (VI-528), (VI-529), (VI-530-I),; -Área 5 (de Punta Borneira a Punta Canabal): (VI-530-II), (VI-532), (VI-545), (VI-544), (VI-533),; Protección: (1) Parque Nacional Illas Atlánticas, (2) LIC Costa da Vela,;","2017193"
"IALG","C.P. O Grove","F","MSAS;","L1O, UVU, S1P, UDP, KJT,","De Cantareira a punta Carreiro, de punta Carreiro a Barrosa, de Barrosa a Raeiros, de Capilla a punta Faxilda,","60","De febrero a xullo,","Lonxa do Grove, porto de San Vicente, porto de Meloxo,","(De Cantareira a punta Carreiro): A cantareira, Rons,; (De punta Carreiro a Barrosa): Carreiro, Castiñeira, Con Negro, A Bateria, As Redondas, Barrosa,; (De Barrosa a Raeiros): Espiño, Paxareiros, Raeiros,; (De Capilla a punta Faxilda): Capilla, Foxos, Corbeiro,;","2017194"
"IALG","C.P. Vigo","F","MA; MSAS; A pé;","L1O, S1P, UDP, HLZ, UVU, IMS, OFH, KJT, NLO, O1P,","De punta de Alcabre a praia de Abra, (excluída), de punta Lagoa a praia de Arealonga, (excluída),","40","De xaneiro a decembro,","Zona de traballo, lonxa de Canido, lonxa de Berbés,","*","2017195"
"JANE","C.P. A Coruña, C.P. Barallobre, (plan conxunto)","T","MSAS;","NOW,","De punta Langosteira a punta Miranda,","40","De maio a decembro,","Zona 1: porto de Mera,; Zonas 2 e 3: porto de Lorbé,;","-Zona 1 (de punta Langosteira a punta Bufadoiro): subzona 1A (de punta Langosteira ás illas de San Pedro), subzona 1B (de praia de Canido a punta Bufadoiro, agás a praia de Mera),; -Zona 2 (de punta da Torrella a punta do dique de Sada),; -Zona 3 (da desembocadura do río Xarío a punta Miranda): subzona 3A (da desembocadura do río Xarío (Bañobre) a punta Crebitas), subzona 3B (do dique de Ares a punta Miranda),;","2017196"
"JANE","C.P. Ferrol","F","MSAS;","NOW,","De punta San Carlos a punta Frouxeira,","100","De maio a decembro,","Peirao de Ferrol,","*","2017197"
"JANE","C.P. A Guarda","F","A pé;","NOW,","De punta Orelluda a Punta dos Picos,","60","Xaneiro, febreiro, de xuño a decembro,","Horizonte, Oia, lonxa A Guarda,","De punta Orelludas ata punta dos Picos (VI-207): Porto das Canelas-Porto Oia (VI-251), Porto Oia-Orja (VI-252), Amiadelo-O Remanso (VI-253), Laxe de can (VI-254), A Grelo-Terra de Ribel (VI-255),","2017198"
"JANE","C.P. Aldán-O Hio","F","MA; MSAS;","NOW,","De punta Couso a Punta Niño do Corvo, cara ao interior da ría de Aldán,","60","de Xaneiro a marzo, de xuño a decembro,","Embarcación de vixilancia, lonxa de Aldán,","Francón, Augadelas, Praia do Portal, Area Brava-punta Alada,","2017199"
"JANE","C.P. A Illa de Arousa","F","MA; MSAS;","NOW,","De Sapeiras de Terra ata punta Salinas, punta Testos, punta Niño do Corvo, Area Secada, punta Cabalo,","44","Xaneiro, febreiro, de xullo a decembro,","O Bao, Areoso, Arnela, Roncadeiras, lonxa da Illa de Arousa,","*","2017200"
"JANE","C.P. Baiona","F","A pé; MA; MSAS;","NOW,","De punta Orelluda a punta Santa Marta, desde a desembocadura do río Miñor a praia de Portocelo,","30 a pé,; 45 MA, MSAS,;","De xuño a decembro, cunha veda nos meses de marzo e abril,","Zona de traballo, peirao de  Baiona, lonxa de Baiona,","*","2017201"
"JANE","C.P. Cangas","F","MA; MSAS;","NOW,","De punta Balea ao extremo leste da praia de Liméns, (incluíndo o faro da Borneira, illote Corbeiro,) do extremo oeste da praia de Liméns ao extremo leste da praia de Barra, do extremo oeste da praia de Barra ata punta Robaleira, de punta Balea a punta Rodeira,","135","De xaneiro a decembro, cunha veda nos meses de marzo e abril,","Zonas de traballo, peirao de Cangas, lonxa de Cangas,","GAL 11/01  -Subzona 1 (de punta Balea ao extremo leste da praia de Liméns (incluíndo o faro da Borneira e Illote Corbeiro)),; -Subzona 2 (do extremo oeste da praia de Liméns ao extremo leste da praia de Barra),; -Subzona 3 (do extremo oeste da praia de Barra ata punta Robaleira, (1)); -Subzona 4 (de punta Balea a punta Rodeira); Figuras de protección: (1) LIC Costa da Vela,","2017202"
"JANE","C.P. O Grove","F","MSAS;","NOW,","De punta Moreira ata punta Area das Pipas, de praia Barrosa a punta Raeiros,","60","De xaneiro a decembro, cunha veda de marzo a abril,","peirao de San Vicente, peirao de Meloxo, Lonxa do Grove,","*","2017203"
"JANE","C.P. Vigo","F","MA; MSAS;","NOW,","De punta Alcabre a praia de Abra, (excluída), De punta Lagoa a praia de Arealonga, (excluida),","60","De xaneiro a decembro, cunha veda de dous meses consecutivos entre marzo e xuño,","Zona de traballo, lonxa de Canido, lonxa de Vigo,","*","2017204"
"KPOL","A.M. San Cosme de Barreiros-Foz","F","A pé;","ARM,","Bancos de Fondás, O Taro,","80","De xaneiro a decembro,","Fondás, O Taro, Esteiro,","Bancos de Fondás (CL-166), O Taro (CL-169),","2017205"
"KPOL","A.M. Fonte Santa Helena-Baldaio","F","A pé;","ARM,","Lagoa externa de Baldaio,","80","De xaneiro a decembro,","Fonte de Santa Helena,","Lagoa externa de Baldaio (CF-047), (CF-048), (CF-049),","2017206"
"KPOL","C.P. A Coruña","F","A pé; MSAS;","ARM, UBI,","Pedra do Sal, Leira campo de Futbol, Leira, de Leira a Caión, Caión praia da Salseira, Barrañán (o Relojero), Balcobo Pequeno: (de praia de Balcobo Pequeno a Pedra Herba,) Ripibello, Os Castelos, Praia de Sabón (A Térmica), Suevos: (de porto de Suevos a fábrica Artabra,) Bens: (praia da Refinería, illa Redonda,) O Portiño, Riazor-Orzan, San Amaro, Bastiagueiro Pequeno,","155","De xaneiro a decembro,","Zona de Suevos-fábrica Artabra,","A: Pedra do Sal (CF-053),; B: Leira (campo de Futbol) (CF-054), (CF-055),; C: Leira (CF-057),; D: Leira (entre Leira e Caión) (CF-056),; E: Caión (praia da Salseira) (CF-058), F: Barrañan (o Relojero) (CF-059),; G: Balcobo Pequeno (praia de Balcobo Pequeno ata Pedra Herba) (CF-060),; H: Ripibello (CF-061), (CF-062),; I: Os Castelos (CF-066), (CF-066), (CF-067),; J: Praia de Sabón (A Térmica) (CF-069),; K: Suevos (porto de Suevos ata a fábrica Artabra) (CF-070), (CF-071), (CF-072), (CF-073),; L: Bens (CF-XX0), (praia da Refinería) (CF-XX1),; LL: Bens (illa Redonda) (CF-075),; M: O Portiño (CF-076),; N: Riazor/Orzán (CF-077), (CF-078),; Ñ: San Amaro (CF-063),; O: Bastiagueiro Pequeno (CF-064),;","2017207"
"KPOL","C.P. Camelle, C.P. Corme, C.P. Laxe, C.P. Malpica, (plan conxunto)","T","A pé; MA; MSAS;","UBI,","De punta Gallada ás lagoas de Baldaio (excluídas); agás as praias de Laxe, as illas Sisargas,","170","De xaneiro a decembro,","Zonas de traballo, peirao de Corme, peirao de Camelle, peirao de Malpica, peirao de Laxe,"," -Zona A (praias do ámbito territorial da confraría de Camelle): (CM-157), (CM-160), (CM-161), (CM-162), (CM-163), (CM-187), (CM-188), (CM-189), (CM-190), (CM-191), (CM-192), (CM-193), (CM-194), (CM-195), (CM-196), (CM-197), (CM-198), (CM-230), (CM-231), (*) (CM-232, (CM-233), (CM-234),; -Zona B (praias do ámbito territorial da confraría de Laxe, agás a praia de Laxe): (CM-154), (CM-199)), (CM-200), (CM-235),; -Zona C (praias do ámbito territorial da confraría de Corme): (CM-153), (CM-155), (CM-156), (CM-158), (CM-159), (CM-178), (CM-179), (CM-180), (CM-181), (CM-182), (CM-183), (CM-184), (CM-185), (CM-186), (CM-223), (CM-224), (CM-225), (CM-226), (CM-227),; -Zona D (praias do ámbito territorial da confraría de Malpica, agás as Lagoas de Baldaio e as Illas Sisargas: (CM-164), (CM-165), (CM-166), (CM-167), (CM-168), (CM-169), (CM-170), (CM-201), (CM-202), (CM-203), (CM-204), (CM-205), (CM-206), (CM-207), (CM-208), (CM-209), (CM-210), (CM-211), (CM-212), (CM-213), (CM-214), (CM-215), (CM-216), (CM-217), (CM-218), (CM-219), (CM-220), (CM-221), (CM-222), (CM-236), (CM-237), (CM-238), (CM-239),;","2017208"
"KPOL","C.P. Corcubión","F","A pé;","ARM, NER, DIN,","De punta Arnela á desembocadura do río Xallas,","25","De marzo a outubro,","Peirao de Corcubión,","*","2017209"
"KPOL","C.P. Ferrol","F","MSAS;","ARM, NER, UBI,","Desde a ponte do tren a o faro de punta Frouxeira,","100","De xuño a outubro,","Zonas de traballo, peirao de Ferrol,","Zona 1 (dende Prioriño Grande ata cabo Prior), Zona 2 (dende cabo Prior ata o faro de punta Frouxeira),","2017210"
