tipoCode,entidad,conxunto,modalidade,especiesPlan,zonaTraballo,diasMax,epocaTraballo,puntosControl,BMSigremar,id_plan_explotacion
GSOL,C.P. O Grove,F,MA; MSAS;,"EQK, EQI,","Enseada da Lanzada (praia da Lanzada, praia de Area da Cruz, Raeiros,); praia da Mexilloeira, praia Area Grande, Carreiro-Barcelas, praia Area das Pipas, praia Area de Reboredo, Lombo de Rons-Migalliñás, Lombo das Sinas, enseada do Grove,;",250,"De xaneiro a decembro, (con rotación de zonas e veda en subzonas explotación),","Embarcación de vixilancia, peirao de Meloxo, peirao de San Vicente, peirao de A Toxa, peirao do Grove, lonxa do Grove,","Zona 1: Lanzada sur (AR-118), Lanzada norte (AR-119), Raeiros-Muñeira (AR-120), Area da Cruz-Pedras Negras (AR-121),; Zona 2: Area grande (AR-071), Mexilloeira (AR-072), Praia do Carreiro e praia das Barcelas-Barreiriño,; Zona 3: Area das Pipas (AR-073), Lombo do Faro das Sinas (AR-075), Punta da Cruz das Animas (AR-284), Lombo de Rons (AR-074),; Zona 4 Enseada do Grove-Umia: Canal da Toxa (AR-079), Punta Cabreira (AR-077), Beiró (AR-259),;",2018169
GSOL,"C.P. Redondela, C.P. Vilaboa, (plan conxunto)",T,MA; MSAS;,"EQK,","De punta Travesada ata o peirao de Santo Adrán de Cobres, desde a ponte de Rande ata punta Pías,",50,"Xuño, xullo, agosto, decembro,","Zonas de traballo, lonxa de Vilaboa, lonxa de Redondela,","GAL 11/05: -Zona 1 (Dende Punta Travesada ata o peirao de San Adrián de Cobres): Calera (VI-240),; -Zona 2 (Dende a ponte de Rande ata punta das Pías): punta de Rande (VI-242),;",2018170
GSOL,C.P. Vigo,F,MA; MSAS;,"EQK, EQI,","De puntal da Serra á ponte de Rande,","EQK,: 248,; EQI,: 55,;","Navalla: de xaneiro a decembro, (cunha veda de dous meses en febreiro e marzo),; Longueirón: de xaneiro a decembro, (cunha veda de 2 meses en maio e xuño),;","Zona de traballo, pantalán de punta Lagoa, lonxa de Canido, lonxa de Vigo,"," -(EQK): Zona A. Rande. (Dende a praia de Arealonga ata a ponte de Rande): Cabanas (VI-069), Cubillón (VI-549),; Zona B. A Guía. (Dende a praia de Arealonga ata praia de Manquiña): Area Longa (VI-550), O Mende (VI-551), ETEA (VI-552), A Manquiña (VI-548), A Guía (VI-070),; Zona C.- Cabo de Mar (Dende o recheo de Bouzas ata puntal da Serra): Cabo de Mar (VI-068), Toralla (VI-579),; -(EQI): Zona A. Praia de Samil (VI-067),; Zona B. Praia de Saiáns (VI-547),;",2018171
GSOL,C.P. Vilanova,F,MA;,"EQK, RAE,","Entre o peirao de Corón e O Ariño,","248,; EQK,: 220,; RAE,: 200,;","De xaneiro a decembro, (cunha veda de 2 meses para a navalla e de 1 ou 2 meses para o longureiron vello en función do índice de condición gonadal);","Zona de traballo, lonxa de Vilanova,","GAL-09/06: Praia da Balea (AR-294), A Pasantía (AR-290),; GAL 09/10: A Amorosa (AR-291), Con Grande (AR-292),; GAL 09/02-01: O Ariño (AR-293),;",2018172
HPEN,"C.P. Fisterra, C.P. Corcubión, C.P. Lira, (plan conxunto)",T,MA; MSAS;,"HLT,","De cabo Touriñán a punta Insua, excepto a zona incluída na reserva mariña de interese pesqueiro Os Miñarzos,;",40,"Xaneiro a marzo, maio, de outubro a novembro,","Lonxa de Lira, Lonxa de Fisterra, Lonxa de Corcubión,","Zona A: infralitoral de cabo Touriñán a cabo Fisterra, incluídos illotes e baixos (CM-148),; Zona B: infralitoral de cabo Fisterra a punta Arnela, incluídos illotes e baixos (CM-149),; Zona C: infralitoral de punta Arnela a desembocadura do río Xallas, incluídos illotes e baixos (CM-150),; Zona D: infralitoral da desembocadura do río Xallas a punta Ínsua, incluídos illotes e baixos (CM-151), (CM-274), (CM-275), (CM-276), (CM-277), (CM-278),;",2018173
HPEN,C.P. A Illa de Arousa,F,MA; MSAS;,"HLT,","De punta Salinas a punta Quilme, Areoso, Camallón, punta Testos, punta Niño do Corvo, Area Secada, punta Cabalo,",50,"De xaneiro a marzo, novembro, decembro,","Areoso, Arnela, Roncadeiras, Concerrado, lonxa da Illa de Arousa,","Zona 1: Areoso (AR-052),; Zona 2: Camallón (AR-051),; Zona 3: Punta Testo-Punta Cabalo (AR-332), (AR-333), (AR-334),; Zona 4: Punta Salinas-Punta Quilma (AR-059), (AR-056), (AR-324-I), (AR-324-II), (AR-054),;",2018174
HPEN,C.P. Aldán-O Hio,F,MA; MSAS;,"HLT,","De punta Couso a punta Morcegos cara ao interior da ría de Aldán,",60,"De xaneiro a maio, de outubro a decembro,","Na embarcación de vixilancia: punta Alada, punta Niño do Corvo, Lonxa de Aldán,","Aldán norte (PO-073), Aldán sur (PO-074), Hío norte (PO-075), Hío sur (PO-076), Pedra vilariño - o con Aldán 1 (PO-086-I), Pedra vilariño - o con Aldán 2 (PO-086-II),",2018175
HPEN,"C.P. Bueu, C.P. Lourizán, C.P. Marín, C.P. Pontevedra, C.P. Portonovo, C.P. Raxó, C.P. Sanxenxo, (plan conxunto)",T,MA; MSAS;,"HLT,","No norte da ría: de punta Faxilda a punta Aguillóns, illa de Tambo (con Corbeiro), Illas Ons, Onza,; No sur da ría: do faro sur da illa de Tambo á esquina oeste da Escola Naval de Marín, ata punta Morcegos,;",60,"De xaneiro a marzo, De outubro a decembro,","Zona de produción, lonxa de Bueu, lonxa de Campelo, lonxa de Marín, lonxa de Portonovo,","Área 1 (PORTONOVO): de punta Faxilda a punta Festiñanzo,; Área 2 (RAXÓ): de punta Festiñanzo a punta Aguillóns, Límite con Tambo no Con Corbeiro,; Área 3 (MARÍN): da Escola Naval de Marín a punta Lapamán, Límite coa liña imaxinaria entre a esquina oeste da Escola Naval de Marín e o faro sur da illa de Tambo,; Área 4 (BUEU): de punta Lapamán a punta Morcegos,; Area 5 (ONS): Illas Ons, Onza,;",2018176
HPEN,C.P. Cangas,F,MA; MSAS;,"HLT,","Zona sublitoral rochosa entre punta Canabal e punta Couso, incluíndo illas Cíes (agás de cabo Bicos a punta Cabaliños),",50,"De xaneiro a xullo, De outubro a decembro,","Zona de traballo, rampa da lonxa de Cangas,","Area 1 illa norte das Cíes (1): Figueiras-Cantareira (VI-227), Viños (VI-228), Porta Norte (VI-229),; Area 2 illa sur das Cíes (1): Porta Sur (VI-230), A Xesteira (VI-231),; Area 3 de punta Couso a punta Subrido (2): Costal de Barra-Melide-1 (VI-221-I),; Area 4 de punta Subrido a punta Borneira: Costal de Barra-Melide-2 (VI-221-II), Limens-Nerga (VI-222), Pinela de Limens (VI-223), Santa Marta-Area Milla (VI-224), Area Milla-Massó-2 (VI-225-II), Borneira (VI-226),; Area 5 de punta Borneira a punta Canabal: Area Milla-Massó-1 (VI-225-I),; (Figuras de protección: (1) Parque Nacional Illas Atlánticas; (2) LIC Costa da Vela;)",2018177
IALG,"Algamar, S.L.",F,A pé;,"HLZ, LAH, UDP, OFH, UVU,","De Rinlo ao Barqueiro, de punta Insua a punta Uhia, de Aguiño a punta do Chazo (Cabo de Cruz), de Moaña a Cabo Home (agás de praia Canabal a punta Couso), de Cabo Silleiro á Guarda,;",180,"De xaneiro a outubro, decembro,","Zona de extracción,","Zona IX: de Rinlo a O Barqueiro,; Zona V:De punta Insua a punta Uhia,; Zona III: de Aguiño a punta do Chazo (Cabo de Cruz),; Zona I: de Moaña a Cabo Home (agás praia Canabal a punta Couso), de Cabo Silleiro a A Guarda,;",2018178
IALG,"Ceamsa, S.L.",F,A pé;,"MVT, IMS, GHG,","De Ribadeo a Viveiro, do Pindo a Ribeira, de Corme a Muxia, de Espasante a Ferrol, O Grove, Bueu, de Monteferro á Guarda,",96,"De marzo a outubro, ","Zona de extracción,","Zonas rochosas intermareais do litoral de: -Pontevedra: Zona I (A Guarda, Mougás, Baredo,); Zona III (Beluso, Noalla, O Grove,); -A Coruña: Zona III (Ribeira, Aguiño,); Zona IV (Porto do Son,); Zona V (Lira, Puerto Quilmas, O Pindo, Touriñán,); Zona VI (Muxía, Laxe, Ponte do Porto, Camariñas, Camelle, Arou, Corme,); Zona VII (Ferrol,); Zona VIII (Ortigueira, Cedeira, Cariño, Espasante,); -Lugo: Zona IX (Viveiro, Cervo, Foz, Burela, Celeiro, Ribadeo,);",2018179
IALG,"Conservas Mar de Ardora, S.L.",F,A pé;,"UVU, KJT, HLZ, L1O, LA5, UDP, B1B, UCU, ASN, FYS, GEQ, P2C, SWP, MVT, IMS, GHG, O1P, NLO, D1C, GJA, G1O, L1A,","De cabo Corrubedo a punta Lens (agás de punta Insua a punta Uhía), de punta Lens a cabo Touriñán (agás de punta Arnela á desembocadura do río Xallas e ámbito da Remip Os Miñarzos). De cabo Touriñán a punta Queimada (agás de punta Xanleira ata punta Gallada), de punta Lapachán a punta Torella, de punta Torella a punta Frouxeira, de punta Frouxeira a punta Fuciño do Porco (agás ámbito da Remip Ría de Cedeira), de punta Fuciño do Porco a punta de Penas Brancas,;",100,"De xaneiro a decembro,","Instalacións da empresa Conservas Mar de Ardora, S.L.,","Zona D: de cabo Corrubedo a punta Lens, agás de punta Insua a punta Uhía,; Zona E: de punta Lens a cabo Touriñán, agás de punta Arnela á desembocadura do río Xallas e o ámbito da Remip Os Miñarzos,; Zona F: de cabo Touriñán a punta Queimada, agás de punta Xanleira ata punta Gallada,; Zona G: de punta Lapachán a punta Torella,; Zona H: de punta Torella a punta Frouxeira,; Zona I: de punta Frouxeira a punta Fuciño do Porco, agás o ámbito da Remip Ría de Cedeira,; Zona J: de punta Fuciño do Porco a punta de Penas Brancas,;",2018180
IALG,"Porto-Muíños, S.L",F,A pé;,"KJT, (excepto KII,), IMS, ASN, HLZ, UDP, L1O, GJA, MVT, B1B, UVU, UCU, FYS, O1P, GHG, SWP, D1C, GLS, L1A, NLO, LA5,","De punta Penas Brancas (Ribadeo) a Cabo San Cibrao, de punta Roncadoira (Xove) a punta Camero (Vicedo), Ría de Ortigueira, de punta Ardillosa (Cedeira) a cabo Prioriño Grande (Ferrol), Ría de Ferrol, Ría de Ares-Betanzos, Ría da Coruña, de punta San Pedro (A Coruña) a punta Insua (Caión), de Punta Nariga (Malpica) a cabo San Adrián (Malpica), de punta Roncudo a punta Laxe, de punta Laxe (Laxe) a cabo Vilán, Ría de Camariñas, de punta da Barca (Muxia) a cabo Touriñán, de cabo Fisterra a punta Lens (Muros), de punta Lens a punta Uhía, de punta Sagrada (Porto do Son) a punta Couso (Aguiño), de punta Couso a punta Bodión, de punta Quintáns (Bamio) a punta das Sinas (Vilagarcía), illa de Arousa, de punta Aguieira (O Grove) a punta Pereiró (Vilalonga), de punta Río Seco (Domaio) a punta Moa (Marín), de punta do Boi (Baiona) a punta dos Picos (A Guarda),",180,"De xaneiro a decembro,","Instalacións da empresa Porto-Muíños, S.L,","Intermareal das subzonas A/B/C/D/E/F/G/H/I/J/K/L/M/N/O/P/Q/R/S/T/U/V,;",2018181
IALG,Mª Carmen Sánchez Sánchez,F,A pé;,"HLZ, UVU, UDP, FYS, LA5, KJT, MVT, IMS,","Intermareal de punta Uhía a punta Remedios,",140,"De febreiro a setembro,","Punta Uhía, Esteiro, porto de Esteiro, Raimúndez, Cabanas,","Intermareal de punta Uhía a punta Remedios,",2018182
IALG,"C.P. A Coruña, C.P. Sada, (plan conxunto)",T,MA; MSAS;,"UVQ, LAZ, (agás LQX,), UDP, HLZ, KJT, OFH,","De punta Langosteira a cabo Prioriño,",50,"De febreiro a agosto,","Dársena de Oza,","Sector A: punta Langosteira-punta dique Barrié de la Maza (CF-033),; Sector B: punta Fiateira-punta dique de Sada (CF-034),; Sector C: Punta Ajo-cabo Prioriño Grande (CF-035-I), (CF-035-II), (CF-035-III),;",2018183
IALG,C.P. Camelle,F,MA; MSAS;,"GEL, IMS, GHG, HLZ, LAZ, (agás LQX,), UVU, UCU, (agás FUU,), OFH,","De punta Morelo a punta Gallada,",45,"De maio a setembro,","Peirao de Camelle, Peirao da Lagoa, Peirao de Rios,","Zona A: dende Punta Gallada ata o sur da praia de Trece (CM-117),; Zona B: dende o sur da praia de Trece ata o canal de Cabanas (CM-118),; Zona C: dende o canal de Cabanas ata o Porto de Camelle (CM-119),; Zona D: dende o Porto de Camelle ata Punta Morelo (CM-120),;",2018184
IALG,C.P. Corcubión,F,A pé;,"LAZ, (agás LQX,), HLZ, UVU, IMS, GEQ, MVT, UCU, (agás FUU,), KJT, ASN, LA5, UDP, FYS, B1B,","Desde punta Arnela ata a desembocadura do río Xallas,",36,"De xaneiro a decembro,","Lonxa de Corcubión,","Punta Arnela a Desembocadura río Xallas (CM-049),",2018185
IALG,C.P. Fisterra,F,MA; MSAS;,"UDP, LAH, L1O, HLZ, UVQ,","Dende a praia do Rostro a Punta Arnela,",60,"De febreiro a xuño,","Porto de Sardiñeiro, porto de Fisterra, lonxa de Fisterra,","Zona A: de praia do Rostro a Cabo Fisterra (CM-147),; Zona B: de cabo Fisterra a punta Arnela (CM-147),; Incluídos illotes adxacentes en ambas as dúas zonas,;",2018186
IALG,C.P. Muros,F,MA; MSAS;,"OFH, GEL, LAZ, (agás LQX,) UCU, (agás FUU,), HLZ, UDP, Liquen (IMS, GHG,), UVU,","Submareal rochoso entre punta Insua e punta Uhía,",40,"De febreiro a outubro,","Lonxa de Muros, Lonxa de Esteiro,","Punta Insua-Punta Uhía-1 (MN-100-I), Punta Insua-Punta Uhia-2 (MN-100-II), Punta Insua-Punta Uhía-3: (MN-100-III), 3b (MN-100-IV),; Puna Insua-Punta Uhía-4 (MN-100-V),;",2018187
IALG,C.P. O Pindo,F,A pé;,"MVT, UVU, IMS, GEQ, GHG, UCU, (agás FUU,), B1B, P1C, FYS, O1P, LA5,","Da desembocadura do río Xallas á desembocadura do río Larada, pedras da costa,",60,"De maio a setembro,","Porto de Quilmas, Insuela, punta Caldebarcos,","Da desembocadura do río Xallas á desembocadura do río Larada e pedras da costa,",2018188
IALG,HQ Seaweed S.L.,F,A pé;,"UVU, HLZ, KJT, (excepto KII,) FYS, O1P, UDP,","O Grove: De punta de Moreira a punta Con da Aguieira,; Ria de Vigo: de praia da Concheira a punta Fornos,;",100,"De xaneiro a decembro,","Zonas de extracción,","O GROVE (Zona III): Punta de Moreira-Punta De San Vicente, Punta de San Vicente-Punta Con da Aguieira,; RÍA DE VIGO (Zona I) Praia da Concheira-Punta Fornos,;",2018189
IALG,C.P. A Illa de Arousa,F,MA; MSAS;,"UDP, UVQ, HLZ, L1O, KJT, G1M,","De punta Salinas a punta Quilma, Areoso, Camallón, de punta Testos a punta Campelo, de punta Aguiúncho a punta Furado,","85, 20,","Ulva rigida: de febreiro a novembro,; Resto de especies: De febreiro a setembro,;","Areoso, Concerrado, Arnela, Roncadeiras, O Bao, lonxa da Illa,","Zona 1: Areoso (AR-052),; Zona 2: Camallón (AR-051),; Zona 3: Punta Testos-Punta Campelo e Punta Aguiuncho (AR-332), (AR-333), (AR-334), (AR-335), (AR-336-I),; Zona 4: Punta Salinas- Punta Revello (AR-059), (AR-056-I), (AR-056-II), (AR-324-I), (AR-324-II),; Zona 5: Punta Aguiuncho-punta Furado (AR-329),;",2018190
IALG,C.P. A Guarda,F,A pé;,"IMS, GEL, MVT, B1B, KJT, UVU, UCU,(agás FUU,), FYS, L1O, LAH, LA5, UDP,","De punta Orelludas a punta dos Picos,",32,"De xaneiro a decembro,","Lonxa da Guarda, peirao de Santa María de Oia,","Ámbito territorial: Punta Orelluda-Punta dos Picos (VI-207),: Pédornes (VI-408), Porto Oia (VI-409), Porto Agoeira (VI-410), Portecelo (VI-415), Amiadelo (VI-417), Arena grande-Fedorentos (VI-419), Carreiro (VI-420), A Grelo (VI-422), Seixal (VI-425), Picos (VI-431),;",2018191
IALG,C.P. A Guarda,F,MA; MSAS;,"IMS, GEL, MVT, B1B, KJT, UVU, UCU, (agás FUU,), FYS, L1O, LAH, LA5, UDP,","De punta Orelludas a punta dos Picos (zona marítima),",60,"De xaneiro a decembro,","Lonxa da Guarda, peirao de Santa María de Oia,","Ámbito territorial: Punta Orelludas-Punta dos Picos (VI-207),: Pedornes (VI-454), Porto Oia (VI-455), Porto Agoeira (VI-456), Portecelo (VI-457), Amiadelo (VI-458), Arena grande-Fedorentos (VI-459), Carreiro (VI-460), A Grelo (VI-461), Seixal (VI-462), Picos (VI-463),;",2018192
IALG,C.P. Aldán-O Hio,F,MA; MSAS;,"L1O, UDP, LA5, FUV, UVU, KJT,","De punta Couso a punta Preguntoiro, cara ao interior da ría de Aldán,",50,"De xanerio a decembro,","Lonxa de Aldán,","Área 1: de Punta Couso a Punta Corveira,; Área 2: de Punta Corveira a Punta Testada,; Área 3: de Punta Testada a ó Francón,; Área 4: do Francón a Punta Preguntoiro,; ZEC Cabo Udra;",2018193
IALG,C.P. Baiona,F,A pé; MSAS;,"KJT, LA5, UDP, B1B, UCU, (agás FUU,), FYS, MVT, IMS, O1P, NLO, UVQ,","De punta Orelludas á praia de Abra (excluída),",60,"De xaneiro a decembro,","A pé: Salgueira, porto do Castro, Pedra Rubia,; A flote: lonxa de Baiona, embarcación vixilancia C.P. Baiona,;","Subzona 1: de Praia da Abra (excluída) ata cabo Silleiro (embarcadoiro de Carral),; Subzona 2: De embarcadoiro de Carral a punta Centinela,; Subzona 3: De punta Centinela a punta Orelludas,;",2018194
IALG,"C.P. Bueu, C.P. Lourizán, C.P. Marín, C.P. Pontevedra, C.P. Raxó, C.P. Portonovo, C.P. Sanxenxo, (plan conxunto)",T,MSAS;,"UDP, L1O, GEL, GLS, IMS, MVT, GHG, UVU, ASN, F1S,","Interior das liñas imaxinarias de punta Faxilda a punta Centolo, de punta Galera a punta Couso, de punta Couso a punta Preguntoiro,; Cara oeste da illa Ons, Onza,;",147,"De marzo a setembro,","Lonxa de Bueu, Lonxa de Campelo, Lonxa de Marín, Lonxa de Portonovo,","Interior das liñas imaxinarias de Punta Faxilda a Punta Centolo, de Punta Galera a Punta Couso, de Punta Couso a Punta Preguntoiro,;",2018195
IALG,C.P. Cangas,F,A pé;,"GEL, B1B, KJT, UVQ, FUV, LAZ, (agás LQX,), UDP, O1P, HLZ, EOW,","De praia Massó a praia Areamilla,",40,"De xaneiro a decembro,","Lonxa de Cangas,","De praia Massó a praia Areamilla,",2018196
IALG,C.P. Cangas,F,MSAS;,"L1O, LAH, UDP, LA5,","De praia Canabal a punta Couso,",143,"De xaneiro a setembro,","En terra: rampa de descarga do porto de Cangas, lonxa de Cangas,; No mar: faro Borneira, Pedra Cantareira, praia de San Martiño,;","Área 3: Punta Subrido a Punta Couso (1) (VI-521-I), (VI-521-II), (VI-522),; Área 4: Punta Subrido a Punta Borneira (VI-541), (VI-542), (VI-526), (VI-527), (VI-528), (VI-529), (VI-530-I),; Área 5: Punta Borneira a Punta Canabal (VI-530-II), (VI-532), (VI-545), (VI-544), (VI-533),; Protección: (1) LIC Costa da Vela;",2018197
IALG,C.P. O Grove,F,MSAS;,"GEL, B1B, KJT, UVQ, FUV, LAZ, (agás LQX,), UDP, O1P, HLZ, EOW,","De Cantareira a punta Carreiro, de punta Carreiro a Barrosa, de Barrosa a Raeiros, de Capilla a punta Faxilda,",60,"De febreiro a xullo,","Lonxa O Grove, porto de San Vicente, porto de Meloxo,","De Cantareira a punta Carreiro: A cantareira e Rons,; De punta Carreiro a Barrosa: Carreiro, Castiñeira, Con Negro, A Bateria, As Redondas, Barrosa,; De Barrosa a Raeiros: Espiño, Paxareiros, Raeiros,; De Capilla a punta Faxilda: Capilla, Foxos, Corbeiro,;",2018198
IALG,C.P. Vigo,F,MA; MSAS; A pé;,"LAZ, (agás LQX,), LA5, UDP, HLZ, UVU, IMS, OFH,, KJT, NLO, O1P, FUV,","De punta de Lagoa a praia de Area Longa (excluída), de punta Alcabre a praia de Abra (excluída),",40,"De xaneiro a decembro,","Zona de traballo, lonxa de Canido, lonxa de Berbés,","De punta Lagoa a praia de Area Longa (excluída), de pta alcabre a praia de Abra (excluida),;",2018199
IALG,C.P. Vilanova,F,MA; MSAS;,"HLZ, UVU, LA5, KJT,","Con de Portugal, Sinás de Fora, Con Pequeno, espigón do porto de Vilanova,",60,"Ulva rigida: de xuño a outubro,; Resto de especies: de febreiro a maio,;","Pantalán de descarga dop porto de Vilanova, lonxa de Vilanova,","Con de Portugal, Sinás de Fora, Con pequeño, Espigón do porto,;",2018200
JANE,A.M. San Cosme de Barreiros-Foz,F,A pé;,"NOW,","De punta Promontorio a punta Nois,",50,"De xaneiro a febreiro, de maio a decembro,","Punta Promontorio, porto de Nois,","De Pta Promontorio a Pta Nois (CL-136),",2018201
JANE,"C.P. A Coruña, C.P. Barallobre, (plan conxunto)",T,MSAS;,"NOW,","De punta Langosteira a punta Miranda,",20,"De maio a decembro,","Porto de Mera, porto de Ares,","Zona 1 (de punta Langosteira a punta Bufadoiro,): -subzona 1A: de punta Langosteira ás illas de San Pedro (sen código sigremar), -subzona 1B: de praia de Canido a punta Bufadoiro, agás a praia de Mera (CF-321),; Zona 2 de punta da Torrella a punta do dique de Sada (CF-322),; Zona 3 (da desembocadura do río Xarío a punta Miranda): -subzona 3A: da desembocadura do río Xarío (Bañobre) a punta Crebitas (CF-323), -subzona 3B: do dique de Ares a punta Miranda (CF-324),;",2018202
JANE,C.P. Ferrol,F,MSAS;,"NOW,","De punta San Carlos a punta Frouxeira,",63,"De xuño a decembro,","Peirao de Ferrol,","San Cristobo (CF-141), (de punta San Carlos a punta Fornelos); A Vaca-Penaroiba (CF-137),;",2018203
JANE,C.P. A Guarda,F,A pé;,"NOW,","De punta Orelluda a punta dos Picos,",60,"Xaneiro, febreiro, de xuño a decembro,","Porto de Oia, Horizonte, lonxa da Guarda,","De punta Orelludas ata punta dos Picos (VI-207),: Porto das Canelas-Porto Oia (VI-251), Porto Oia-Orja (VI-252), Amiadelo-O Remanso (VI-253), Laxe de can (VI-254), A Grelo-Terra de Ribel (VI-255),;",2018204
JANE,C.P. Aldán-O Hio,F,MA; MSAS;,"NOW,","De punta Couso a punta Niño Corvo cara ao interior da ría de Aldán,",75,"De Xaneiro a marzo, de xuño a decembro,","Lancha de vixilancia C.P. Aldán-O Hio, lonxa de Aldán,","Francón, Augadelas, Praia do Portal, Area Brava-punta Alada, Pena rubia,",2018205
JANE,C.P. A Illa de Arousa,F,MA; MSAS;,"NOW,","De Sapeiras de Terra ata punta Salinas, punta Testos, punta Niño do Corvo, Area Secada, punta Cabalo,",44,"Xaneiro, febreiro, de xullo a decembro,","Areoso, Roncadeiras, Arnela, Concerrado, lonxa da illa de Arousa,","Zona 1: Testos-Pta Barbafeita 2 (AR-333), Testos-Pta Barbafeita 1 (AR-332), Pta Barbafeita-Pta Cabalo (AR-334),; Zona 2: Canteira 2 (AR-050),; Zona 3: O Bao (AR-058),; Zona 4: Camaxe-Pta Salinas (AR-049), Xastelas (AR-059), Arnela (AR-056-I), (AR-056-2), Arnela-Carreirón (AR-324-I), (AR-324-II),; Zona 5: Areoso (AR-052),; Zona 6: Camallon (AR-051),;",2018206
JANE,C.P. Baiona,F,A pé; MA; MSAS;,"NOW,","De punta Orelluda a punta Santa Marta, desde a desembocadura do río Miñor ata a praia de Portocelo,","30 a pé,; 45 Mergullo,;","De maio a decembro,","Zona de traballo, lonxa de Baiona,","Zona 1: De praia de Portocelo á desembocadura do río Miñor e de punta Santa Marta ata cabo Silleiro,; Zona 2: De cabo Silleiro ata punta Centinela,; Zona 3: De punta Centinela a punta Orelludas,;",2018207
JANE,C.P. Cangas,F,MA; MSAS;,"NOW,","De punta Balea ao extremo leste da praia de Liméns (incluíndo o faro da Borneira, illote Corbeiro,),; do extremo oeste da praia de Liméns ao extremo leste da praia de Barra,; do extremo oeste da praia de Barra ata punta Robaleira,; de punta Balea a punta Rodeira,;",135,"De xaneiro a decembro, (cunha veda de marzo a abril),","Zonas de traballo, peirao de Cangas, lonxa de Cangas,","GAL 11/01 -Subzona 1: de punta Balea ao extremo leste da praia de Liméns, (incluíndo o faro da Borneira e Illote Corbeiro); -Subzona 2: do extremo oeste da praia de Liméns ao extremo leste da praia de Barra,; -Subzona 3: do extremo oeste da praia de Barra ata punta Robaleira, (1); -Subzona 4: de punta Balea a punta Rodeira,;  (Figuras de protección: (1) LIC Costa da Vela;)",2018208
JANE,C.P. O Grove,F,MSAS;,"NOW,","De punta Moreiras ata punta Area das Pipas, de praia Barrosa a punta Raeiros,",60,"De xaneiro a decembro, (cunha veda de marzo a abril),","Peirao de San Vicente, Peirao de Meloxo, Lonxa do Grove,","Dende punta Moreira ata punta Area das Pipas e de praia Barrosa a punta Raeiros,;",2018209
JANE,C.P. Vigo,F,A pé; MA; MSAS;,"NOW,","De punta Lagoa a praia de Area Longa (excluída), de punta de Alcabre a praia de Abra (excluída),","5 a pé,; 50 Mergullo,;","De xaneiro a decembro, (cunha veda de dous meses en marzo e abril excepto en Cabo de Mar done la veda será en abril e maio,),;","Zona de traballo, lonxa de Canido, lonxa de Vigo,","-Na modalidade de mergullo identificanse os seguintes bancos: Cabo de Mar (VI-546), As Barcas (VI-582), Toralla (VI-583), Cabo Estai-1 (VI-584-I), Cabo Estai-2 (VI-584-II), Canto da Area (VI-585),;",2018210
KPOL,A.M. San Cosme de Barreiros-Foz,F,A pé;,"ARM,","Bancos de Fondás, O Taro,",80,"De xaneiro a decembro,","Fondás, saída do Taro, estaleiros,","Zona 1: Banco de Fondás (CL-166),; Zona 2: O Taro (CL-169),;",2018211
KPOL,A.M. Fonte Santa Helena-Baldaio,F,A pé;,"ARM,","Lagoa externa de Baldaio,",80,"De xaneiro a decembro,","Fonte de Santa Helena,","Lagoa externa de Baldaio (CF-047), (CF-048), (CF-049),",2018212
KPOL,C.P. A Coruña,F,A pé; MSAS;,"ARM, UBI,","Pedra do Sal, Leira (campo de Futbol), Leira, Leira (entre Leira e Caión), Caión (praia da Salseira), Barrañán (O Relojero), Balcobo Pequeno (praia de Balcobo Pequeno ata Pedra Herba), Ripibello, Os Castelos, praia de Sabón (A Térmica), Suevos (porto de Suevos ata a fábrica Ártabra), Bens (praia da Refinería), Bens (illa Redonda), O Portiño, Riazor-Orzán, San Amaro, Bastiagueiro Pequeno,",155,"De xaneiro a decembro,","Zona de Suevos-fábrica Ártabra,","A) Pedra do Sal (CF-053),; B) Leira (campo de Futbol) (CF-054), (CF-055),; C) Leira (CF-057),; D) Leira, (entre Leira e Caión) (CF-056),; E) Caión (praia da Salseira) (CF-058),; F) Barrañan (o Relojero) (CF-059),; G) Balcobo Pequeno (praia de Balcobo Pequeno ata Pedra Herba) (CF-060),; H) Ripibello (CF-061), (CF-062),; I) Os Castelos (CF-066), (CF-066), (CF-067),; J) Praia de Sabón (A Térmica) (CF-069),; K) Suevos (porto de Suevos ata a fábrica Artabra) (CF-070), (CF-071), (CF-072), (CF-073),; L) Bens (CF-) (praia da Refinería) (CF-,; LL) Bens (illa Redonda) (CF-075),; M) O Portiño (CF-076),; N) Riazor-Orzán (CF-077), (CF-078),; Ñ) San Amaro (CF-063),; O) Bastiagueiro Pequeno (CF-064),;",2018213
